Unit,Way,Keel_Date,Delivery_Date,Yard_Cost, Procurement_Cost,Facilities_Cost,Admin_Cost,TC,VC,FC,Yard,Direct_Hours,Indirect_Hours,Total_ManHours,Way_Days,Outfitting_Days,Total_Production_Days
152,8,6/16/44,8/7/44,892766,883896,63083,18230.987,1857975.987,1776662,81313.987,Houston,381359,143624,524983,39,13,52
153,6,6/20/44,8/10/44,892923,883896,63089,18232.721,1858140.721,1776819,81321.721,Houston,382366,143955,526321,38,13,51
154,9,6/24/44,8/15/44,895540,883896,63182,18259.598,1860877.598,1779436,81441.598,Houston,383733,144371,528104,39,13,52
155,5,6/28/44,8/17/44,898311,883896,63280,18287.92,1863774.92,1782207,81567.92,Houston,385725,145043,530768,38,12,50
156,4,7/1/44,8/22/44,901876,883896,63407,18324.623,1867503.623,1785772,81731.623,Houston,387475,145562,533037,40,12,52
157,3,7/8/44,8/26/44,906452,883896,63569,18371.441,1872288.441,1790348,81940.441,Houston,389400,146122,535522,39,10,49
158,2,7/13/44,8/30/44,906349,883896,63566,18370.574,1872181.574,1790245,81936.574,Houston,390784,146554,537338,37,11,48
159,7,7/18/44,9/6/44,905154,883896,63523,18358.147,1870931.147,1789050,81881.147,Houston,390597,146479,537076,38,12,50
160,1,7/22/44,9/9/44,905112,883896,63522,18357.858,1870887.858,1789008,81879.858,Houston,389824,146246,536070,38,11,49
161,8,7/26/44,9/16/44,904190,883896,53489,15458.321,1857033.321,1788086,68947.321,Houston,389017,145997,535014,38,14,52
162,6,7/29/44,9/21/44,900630,883896,63363,18311.907,1866200.907,1784526,81674.907,Houston,388043,145779,533822,38,16,54
163,9,8/3/44,9/23/44,897281,883896,63244,18277.516,1862698.516,1781177,81521.516,Houston,385067,144924,529991,37,14,51
164,5,8/5/44,9/26/44,894863,883896,63158,18252.662,1860169.662,1778759,81410.662,Houston,383992,144620,528612,40,12,52
165,4,8/11/44,9/30/44,891965,883896,63055,18222.895,1857138.895,1775861,81277.895,Houston,381530,143925,525455,40,10,50
166,3,8/17/44,10/4/44,889811,883896,62978,18200.642,1854885.642,1773707,81178.642,Houston,379243,143219,522462,37,11,48
167,2,8/21/44,10/9/44,882534,883896,62720,18126.08,1847276.08,1766430,80846.08,Houston,376519,142378,518897,39,10,49
168,7,8/26/44,10/12/44,875892,883896,62484,18057.876,1840329.876,1759788,80541.876,Houston,371927,140979,512906,37,10,47
169,1,8/30/44,10/16/44,871884,883896,62342,18016.838,1836138.838,1755780,80358.838,Houston,369237,140076,509313,37,10,47
170,8,9/2/44,10/20/44,867998,883896,62204,17976.956,1832074.956,1751894,80180.956,Houston,366722,139196,505918,39,9,48
171,6,9/5/44,10/24/44,862575,883896,62011,17921.179,1826403.179,1746471,79932.179,Houston,364818,138552,503370,42,7,49
172,9,9/9/44,10/27/44,860242,883896,61928,17897.192,1823963.192,1744138,79825.192,Houston,363177,137963,501140,38,10,48
173,5,9/15/44,10/31/44,858724,883896,61875,17881.875,1822376.875,1742620,79756.875,Houston,362999,137904,500903,35,11,46
174,4,9/20/44,11/4/44,855572,883896,61763,17849.507,1819080.507,1739468,79612.507,Houston,360360,137160,497520,34,11,45
175,3,9/23/44,11/9/44,853898,883896,61703,17832.167,1817329.167,1737794,79535.167,Houston,358619,136619,495238,35,12,47
176,2,9/29/44,11/13/44,851760,883896,61627,17810.203,1815093.203,1735656,79437.203,Houston,358204,136669,494873,34,11,45
177,7,10/3/44,11/17/44,853729,883895,61697,17830.433,1817151.433,1737624,79527.433,Houston,358054,136813,494867,36,9,45
178,1,10/7/44,11/21/44,853661,883895,61695,17829.855,1817080.855,1737556,79524.855,Houston,357228,136800,494028,37,8,45
179,8,10/11/44,11/25/44,855818,883895,61771,17851.819,1819335.819,1739713,79622.819,Houston,357505,137055,494560,36,9,45
180,6,10/14/44,11/28/44,854653,883895,61730,17839.97,1818117.97,1738548,79569.97,Houston,357595,137137,494732,35,10,45
181,9,10/18/44,11/30/44,856746,883895,61804,17861.356,1820306.356,1740641,79665.356,Houston,357781,137305,495086,35,8,43
182,5,10/20/44,12/6/44,851773,883895,61628,17810.492,1815106.492,1735668,79438.492,Houston,356221,136746,492967,35,12,47
183,4,10/25/44,12/11/44,851352,883895,61613,17806.157,1814666.157,1735247,79419.157,Houston,355578,136592,492170,35,12,47
184,3,10/30/44,12/14/44,852144,883895,61641,17814.249,1815494.249,1736039,79455.249,Houston,354818,136364,491182,35,10,45
185,2,11/3/44,12/16/44,847912,883895,61491,17770.899,1811068.899,1731807,79261.899,Houston,353398,135795,489193,34,9,43
186,7,11/8/44,12/22/44,843276,883895,61326,17723.214,1806220.214,1727171,79049.214,Houston,351571,135074,486645,36,8,44
187,1,11/13/44,12/23/44,843447,883895,61332,17724.948,1806398.948,1727342,79056.948,Houston,350775,134730,485505,32,8,40
188,8,11/17/44,12/30/44,841017,883895,61246,17700.094,1803858.094,1724912,78946.094,Houston,349896,134349,484245,33,10,43
189,6,11/18/44,12/31/44,839512,883895,61192,17684.488,1802283.488,1723407,78876.488,Houston,349591,134216,483807,34,9,43
190,9,11/22/44,1/10/45,836380,883895,61082,17652.698,1799009.698,1720275,78734.698,Houston,348090,134003,482093,38,11,49
191,5,11/25/44,1/13/45,834924,883895,61029,17637.381,1797485.381,1718819,78666.381,Houston,347036,133880,480916,39,10,49
192,4,11/29/44,1/17/45,834340,883895,61008,17631.312,1796874.312,1718235,78639.312,Houston,345666,133620,479286,38,11,49
193,3,12/4/44,1/20/45,835629,883896,61055,17644.895,1798224.895,1719525,78699.895,Houston,344099,133411,477510,37,10,47
194,2,12/7/44,1/23/45,833717,883896,60987,17625.243,1796225.243,1717613,78612.243,Houston,343573,133503,477076,37,10,47
195,7,12/15/44,1/27/45,834260,883896,61006,17630.734,1796792.734,1718156,78636.734,Houston,342815,133530,476345,34,9,43
196,1,12/15/44,1/31/45,835070,883896,61035,17639.115,1797640.115,1718966,78674.115,Houston,342707,133532,476239,35,12,47
197,8,12/20/44,2/5/45,833045,883896,60963,17618.307,1795522.307,1716941,78581.307,Houston,341654,133076,474730,36,11,47
198,6,12/23/44,2/9/45,827685,883896,60772,17563.108,1789916.108,1711581,78335.108,Houston,340427,132444,472871,39,9,48
199,9,12/30/44,2/13/45,823542,883880,60625,17520.625,1785567.625,1707422,78145.625,Houston,339419,131590,471009,34,11,45
200,5,1/4/45,2/16/45,819002,883880,60464,17474.096,1780820.096,1702882,77938.096,Houston,338703,130887,469590,31,12,43
201,4,1/6/45,2/21/45,814252,883880,60295,17425.255,1775852.255,1698132,77720.255,Houston,337902,129919,467821,34,12,46
202,3,1/11/45,2/24/45,811205,883880,60187,17394.043,1772666.043,1695085,77581.043,Houston,336781,128971,465752,33,11,44
203,2,1/13/45,2/28/45,806190,883880,60009,17342.601,1767421.601,1690070,77351.601,Houston,336391,128479,464870,35,11,46
204,7,1/19/45,3/7/45,809709,883880,60134,17378.726,1771101.726,1693589,77512.726,Houston,340070,129292,469362,35,12,47
205,1,1/20/45,3/9/45,812627,883880,60237,17408.493,1774152.493,1696507,77645.493,Houston,341142,129539,470681,35,13,48
206,8,1/25/45,3/17/45,825065,883880,60679,17536.231,1787160.231,1708945,78215.231,Houston,348600,131652,480252,41,10,51
207,6,1/31/45,3/24/45,825517,883880,60695,17540.855,1787632.855,1709397,78235.855,Houston,352665,132587,485252,40,12,52
208,9,2/2/45,3/28/45,836346,883880,61079,17651.831,1798956.831,1720226,78730.831,Houston,358041,134363,492404,41,13,54
1,7,2/15/41,12/31/41,1919943,888165,99706,28815.034,2936629.034,2808108,128521.034,Oregon,855176,349594,1204770,275,44,319
2,6,3/13/41,2/3/42,1688815,888165,91500,26443.5,2694923.5,2576980,117943.5,Oregon,740304,284417,1024721,278,49,327
3,5,3/16/41,2/11/42,1612460,888165,88789,25660.021,2615074.021,2500625,114449.021,Oregon,702355,262500,964855,291,41,332
4,8,3/20/41,1/27/42,1727157,888165,92861,26836.829,2735019.829,2615322,119697.829,Oregon,759426,298797,1058223,254,59,313
5,3,6/3/41,2/24/42,1518397,888165,85449,24694.761,2516705.761,2406562,110143.761,Oregon,655603,230246,885849,218,48,266
6,4,6/12/41,2/17/42,1573510,888165,87406,25260.334,2574341.334,2461675,112666.334,Oregon,682995,248009,931004,211,39,250
7,7,9/7/41,5/28/42,1095938,888165,70449,20359.761,2074911.761,1984103,90808.761,Oregon,445634,140329,585963,211,52,263
8,2,10/28/41,2/28/42,1466651,888165,83612,24163.868,2462591.868,2354816,107775.868,Oregon,629588,215272,844860,91,32,123
9,5,11/7/41,6/5/42,1118513,888165,71250,20591.25,2098519.25,2006678,91841.25,Oregon,456853,146300,603153,171,39,210
10,6,11/8/41,5/31/42,1093288,888165,70355,20332.595,2072140.595,1981453,90687.595,Oregon,444318,141184,585502,164,40,204
11,1,11/18/41,3/7/42,1431573,888165,82366,23803.774,2425907.774,2319738,106169.774,Oregon,612451,206288,818739,78,31,109
12,7,12/11/41,3/28/42,1382123,888165,80610,23296.29,2374194.29,2270288,103906.29,Oregon,587872,183800,771672,82,25,107
13,11,12/11/41,3/10/42,1384406,888165,80691,23319.699,2376581.699,2272571,104010.699,Oregon,589007,190067,779074,69,20,89
14,8,12/14/41,3/24/42,1367734,888165,80099,23148.611,2359146.611,2255899,103247.611,Oregon,580721,181430,762151,76,24,100
15,10,12/21/41,3/15/42,1423953,888165,82096,23725.744,2417939.744,2312118,105821.744,Oregon,608663,194610,803273,69,15,84
16,6,12/25/41,4/1/42,1324675,888165,78571,22707.019,2314118.019,2212840,101278.019,Oregon,559320,173237,732557,78,19,97
17,5,12/27/41,4/4/42,1337040,888165,79010,22833.89,2327048.89,2225205,101843.89,Oregon,565465,173548,739013,74,24,98
18,9,12/29/41,3/20/42,1474609,888165,83894,24245.366,2470913.366,2362774,108139.366,Oregon,633840,201939,835779,69,12,81
19,4,1/10/42,4/8/42,1342255,888165,79195,22887.355,2332502.355,2230420,102082.355,Oregon,568058,174005,742063,69,19,88
20,3,1/14/42,4/11/42,1267331,888165,76534,22118.326,2254148.326,2155496,98652.326,Oregon,530819,162345,693164,67,20,87
21,2,1/20/42,4/15/42,1233116,888165,75320,21767.48,2218368.48,2121281,97087.48,Oregon,513815,157140,670955,57,28,85
22,1,1/22/42,4/18/42,1247816,888165,75842,21918.338,2233741.338,2135981,97760.338,Oregon,521120,159562,680682,64,22,86
23,7,2/3/42,5/2/42,1195376,888165,73980,21380.22,2178901.22,2083541,95360.22,Oregon,495057,152324,647381,68,20,88
24,8,2/8/42,4/28/42,1172364,888165,73162,21143.818,2154834.818,2060529,94305.818,Oregon,483619,148945,632564,63,16,79
25,11,2/10/42,4/21/42,1268564,888165,76578,22131.042,2255438.042,2156729,98709.042,Oregon,531431,162882,694313,54,16,70
26,10,2/14/42,4/24/42,1256900,888165,76164,22011.396,2243240.396,2145065,98175.396,Oregon,525634,161202,686836,55,14,69
27,9,2/14/42,4/27/42,1279526,888165,76967,22243.463,2266901.463,2167691,99210.463,Oregon,536879,160490,697369,56,16,72
28,6,2/17/42,5/4/42,1171404,888165,73128,21133.992,2153830.992,2059569,94261.992,Oregon,483142,148791,631933,62,14,76
29,5,2/19/42,5/7/42,1160912,888165,72756,21026.484,2142859.484,2049077,93782.484,Oregon,477927,147206,625133,59,18,77
30,4,2/23/42,5/9/42,1163238,888165,72838,21050.182,2145291.182,2051403,93888.182,Oregon,479084,147427,626511,58,17,75
31,3,2/23/42,5/13/42,1140541,888165,72033,20817.537,2121556.537,2028706,92850.537,Oregon,467802,143954,611756,61,18,79
32,3,2/24/42,6/1/42,1107000,888165,70856,20477.384,980605.384,1995165,91333.384,Oregon,451335,145643,596978,76,21,97
33,4,3/1/42,6/8/42,1110798,888165,70976,20512.064,2090451.064,1998963,91488.064,Oregon,453020,146062,599082,78,21,99
34,2,3/3/42,5/15/42,1136860,888165,71902,20779.678,2117706.678,2025025,92681.678,Oregon,465972,143652,609624,60,13,73
35,1,3/5/42,5/17/42,1142325,888165,72096,20835.744,2123421.744,2030490,92931.744,Oregon,468688,144623,613311,58,15,73
36,2,3/11/42,6/12/42,1167432,888165,72987,21093.243,2149677.243,2055597,94080.243,Oregon,481167,158011,639178,76,17,93
37,10,3/12/42,5/22/42,1093947,888165,70378,20339.242,2072829.242,1982112,90717.242,Oregon,444645,137896,582541,56,15,71
38,11,3/14/42,5/22/42,1106665,888165,70830,20469.87,2086129.87,1994830,91299.87,Oregon,450964,143644,594608,59,10,69
39,9,3/15/42,5/22/42,1136634,888165,71894,20777.366,2117470.366,2024799,92671.366,Oregon,465860,145095,610955,53,15,68
40,8,3/26/42,5/25/42,1108784,888165,70906,20491.834,2088346.834,1996949,91397.834,Oregon,452019,141754,593773,50,10,60
41,1,4/9/42,6/16/42,1167347,888165,72984,21092.376,2149588.376,2055512,94076.376,Oregon,481125,159542,640667,53,15,68
42,11,4/13/42,6/20/42,1222587,888165,74946,21659.394,2207357.394,2110752,96605.394,Oregon,508581,171318,679899,55,13,68
43,10,4/26/42,6/24/42,1299478,888165,77676,22448.364,2287767.364,2187643,100124.364,Oregon,546802,187269,734071,50,9,59
44,9,4/26/42,6/28/42,1303275,888165,77813,22487.957,2291740.957,2191440,100300.957,Oregon,528162,187599,715761,48,15,63
45,8,4/28/42,6/30/42,1238035,888165,75494,21817.766,2223511.766,2126200,97311.766,Oregon,497625,177841,675466,51,12,63
46,7,5/2/42,7/6/42,1215437,888165,74692,21585.988,2199879.988,2103602,96277.988,Oregon,487078,176472,663550,51,14,65
47,6,5/11/42,7/9/42,1193313,888165,73906,21358.834,2176742.834,2081478,95264.834,Oregon,476753,174107,650860,43,16,59
48,5,5/14/42,7/14/42,1169891,888165,73075,21118.675,2152249.675,2058056,94193.675,Oregon,465820,171672,637492,46,15,61
49,4,5/17/42,7/17/42,1184443,888165,73591,21267.799,2167466.799,2072608,94858.799,Oregon,472612,175084,647696,41,20,61
50,3,5/17/42,7/20/42,1141136,888165,72054,20823.606,2122178.606,2029301,92877.606,Oregon,452399,168099,620498,46,18,64
51,2,5/24/42,7/25/42,1146002,888165,72226,20873.314,2127266.314,2034167,93099.314,Oregon,454670,169161,623831,43,19,62
52,1,5/26/42,7/27/42,1114238,888165,71099,20547.611,2094049.611,2002403,91646.611,Oregon,439845,164323,604168,44,18,62
53,11,6/1/42,7/30/42,1116148,888165,71166,20566.974,2096045.974,2004313,91732.974,Oregon,440737,165634,606371,44,15,59
54,10,6/1/42,7/31/42,1109030,888165,70914,20494.146,2088603.146,1997195,91408.146,Oregon,437414,164846,602260,44,16,60
55,9,6/3/42,8/5/42,1089105,888165,70206,20289.534,2067765.534,1977270,90495.534,Oregon,428115,161254,589369,42,21,63
56,8,6/7/42,8/11/42,1119341,888165,71280,20599.92,2099385.92,2007506,91879.92,Oregon,442228,166655,608883,46,19,65
57,7,6/13/42,8/13/42,1134907,888165,71832,20759.448,2115663.448,2023072,92591.448,Oregon,449491,169606,619097,44,17,61
58,6,6/16/42,8/17/42,1117834,888165,71226,20584.314,2097809.314,2005999,91810.314,Oregon,441522,166900,608422,45,17,62
59,5,6/23/42,8/20/42,1088289,888165,70177,20281.153,2066912.153,1976454,90458.153,Oregon,427735,162102,589837,43,15,58
60,4,6/25/42,8/23/42,1087070,888165,70134,20268.726,2065637.726,1975235,90402.726,Oregon,427164,162262,589426,43,16,59
61,3,7/2/42,8/26/42,1070879,888165,69559,20102.551,2048705.551,1959044,89661.551,Oregon,419609,159683,579292,41,14,55
62,2,7/3/42,8/29/42,1064215,888165,69322,20034.058,2041736.058,1952380,89356.058,Oregon,416497,158792,575289,42,15,57
63,1,7/5/42,8/31/42,1039391,888165,68443,19780.027,2015779.027,1927556,88223.027,Oregon,404911,154656,559567,42,15,57
64,11,7/13/42,9/7/42,1055214,888165,69003,19941.867,2032323.867,1943379,88944.867,Oregon,412297,158081,570378,40,16,56
65,10,7/13/42,9/9/42,1007417,888165,67306,19451.434,1982339.434,1895582,86757.434,Oregon,389987,150153,540140,40,18,58
66,7,7/15/42,9/1/42,974711,888165,66144,19115.616,1948135.616,1862876,85259.616,Oregon,374725,144625,519350,37,11,48
67,9,7/19/42,9/12/42,1015621,888165,67597,19535.533,1990918.533,1903786,87132.533,Oregon,393819,152217,546036,38,17,55
68,8,7/22/42,9/15/42,1030496,888165,68125,19688.125,2006474.125,1918661,87813.125,Oregon,400760,155606,556366,41,14,55
69,6,7/24/42,9/18/42,1001984,888165,67113,19395.657,1976657.657,1890149,86508.657,Oregon,387452,151335,538787,40,16,56
70,5,7/25/42,9/26/42,843941,888165,61501,17773.789,1811380.789,1732106,79274.789,Oregon,313689,129151,442840,44,19,63
71,5,7/26/42,9/21/42,976324,888165,66202,19132.378,1949823.378,1864489,85334.378,Oregon,375476,147142,522618,43,14,57
72,3,7/31/42,9/25/42,957841,888165,65545,18942.505,1930493.505,1846006,84487.505,Oregon,366851,145401,512252,39,17,56
73,4,8/1/42,9/23/42,963287,888165,65739,18998.571,1936189.571,1851452,84737.571,Oregon,369393,145530,514923,41,12,53
74,1,8/2/42,10/3/42,957123,888165,65520,18935.28,1929743.28,1845288,84455.28,Oregon,366514,146792,513306,41,21,62
75,2,8/4/42,9/30/42,960857,888165,65653,18973.717,1933648.717,1849022,84626.717,Oregon,368257,146764,515021,42,15,57
76,11,8/7/42,10/5/42,920987,888165,64237,18564.493,1891953.493,1809152,82801.493,Oregon,349648,140925,490573,38,21,59
77,10,8/11/42,10/8/42,959764,888165,65614,18962.446,1932505.446,1847929,84576.446,Oregon,367748,148755,516503,40,18,58
78,9,8/12/42,10/11/42,963306,888165,65740,18998.86,1936209.86,1851471,84738.86,Oregon,369400,150212,519612,46,14,60
79,8,8/14/42,10/13/42,920441,888165,64218,18559.002,1891383.002,1808606,82777.002,Oregon,349394,142429,491823,46,14,60
80,7,8/19/42,10/16/42,938805,888165,64870,18747.43,1910587.43,1826970,83617.43,Oregon,357966,146294,504260,44,14,58
81,2,8/20/42,10/27/42,893167,888165,63249,18278.961,1862859.961,1781332,81527.961,Oregon,336664,139458,476122,49,19,68
82,6,8/23/42,10/18/42,946055,888165,65127,18821.703,1918168.703,1834220,83948.703,Oregon,361349,148141,509490,44,12,56
83,4,8/23/42,10/21/42,1030733,888165,68134,19690.726,2006722.726,1918898,87824.726,Oregon,400870,164669,565539,45,14,59
84,3,8/23/42,10/24/42,936026,888165,64771,18718.819,1907680.819,1824191,83489.819,Oregon,356667,147388,504055,46,16,62
85,1,8/25/42,10/29/42,873275,888165,62543,18074.927,1842057.927,1761440,80617.927,Oregon,327380,135959,463339,48,17,65
86,11,8/30/42,10/31/42,887426,888165,63045,18220.005,1856856.005,1775591,81265.005,Oregon,333985,138837,472822,48,14,62
87,5,9/3/42,11/2/42,837956,888165,61289,17712.521,1805122.521,1726121,79001.521,Oregon,310894,129102,439996,48,12,60
88,10,9/6/42,11/5/42,858407,888165,62015,17922.335,1826509.335,1746572,79937.335,Oregon,320441,132983,453424,49,11,60
89,9,9/8/42,11/7/42,836125,888165,61224,17693.736,1803207.736,1724290,78917.736,Oregon,310043,128595,438638,47,13,60
90,8,9/8/42,11/10/42,852619,888165,61809,17862.801,1820455.801,1740784,79671.801,Oregon,317739,131646,449385,49,14,63
91,7,9/11/42,11/12/42,849775,888165,61708,17833.612,1817481.612,1737940,79541.612,Oregon,316411,130957,447368,49,13,62
92,6,9/17/42,11/15/42,857946,888165,61999,17917.711,1826027.711,1746111,79916.711,Oregon,320225,132209,452434,48,11,59
93,4,9/20/42,11/19/42,852382,888165,61801,17860.489,1820208.489,1740547,79661.489,Oregon,317629,130779,448408,46,14,60
94,5,9/20/42,11/17/42,803933,888165,60081,17363.409,1769542.409,1692098,77444.409,Oregon,295015,121359,416374,44,14,58
95,3,9/29/42,11/21/42,829014,888165,60971,17620.619,1795770.619,1717179,78591.619,Oregon,306722,125943,432665,42,11,53
96,2,10/3/42,11/24/42,829198,888165,60978,17622.642,1795963.642,1717363,78600.642,Oregon,306808,125644,432452,42,10,52
97,1,10/6/42,11/26/42,815667,888165,60497,17483.633,1781812.633,1703832,77980.633,Oregon,300492,122751,423243,39,12,51
98,11,10/8/42,11/28/42,815818,888165,60503,17485.367,1781971.367,1703983,77988.367,Oregon,300564,122358,422922,42,9,51
99,9,10/10/42,12/2/42,819940,888165,60649,17527.561,1786281.561,1708105,78176.561,Oregon,302488,122309,424797,41,12,53
100,10,10/12/42,11/30/42,812348,888165,60380,17449.82,1778342.82,1700513,77829.82,Oregon,298945,121317,420262,39,10,49
101,8,10/14/42,12/5/42,840984,888165,61396,17743.444,1808288.444,1729149,79139.444,Oregon,312309,125835,438144,41,11,52
102,7,10/15/42,12/7/42,838100,888165,61294,17713.966,1805272.966,1726265,79007.966,Oregon,310962,124908,435870,43,10,53
103,10,10/15/42,12/23/42,797296,888165,59845,17295.205,1762601.205,1685461,77140.205,Oregon,291917,116075,407992,57,12,69
104,6,10/16/42,12/9/42,829929,888165,61004,17630.156,1796728.156,1718094,78634.156,Oregon,307149,123143,430292,44,10,54
105,2,10/17/42,12/17/42,801984,888165,60008,17342.312,1767499.312,1690149,77350.312,Oregon,294106,117227,411333,47,14,61
106,1,10/19/42,12/19/42,805737,888165,60145,17381.905,1771428.905,1693902,77526.905,Oregon,295858,117759,413617,47,14,61
107,11,10/19/42,12/21/42,801892,888165,60008,17342.312,1767407.312,1690057,77350.312,Oregon,294063,116899,410962,52,11,63
108,5,10/21/42,12/11/42,817346,888165,60557,17500.973,1783568.973,1705511,78057.973,Oregon,301275,120481,421756,39,12,51
109,4,10/24/42,12/13/42,828118,888165,60939,17611.371,1794833.371,1716283,78550.371,Oregon,306304,122424,428728,37,13,50
110,3,10/29/42,12/15/42,814686,888165,60463,17473.807,1780787.807,1702851,77936.807,Oregon,300036,119762,419798,37,10,47
111,7,10/29/42,12/29/42,804776,888165,60111,17372.079,1770424.079,1692941,77483.079,Oregon,295410,117491,412901,51,10,61
112,6,10/29/42,12/31/42,796585,888165,59820,17287.98,1761857.98,1684750,77107.98,Oregon,291585,115883,407468,51,12,63
113,9,10/30/42,12/25/42,811551,888165,60351,17441.439,1777508.439,1699716,77792.439,Oregon,298573,118758,417331,43,13,56
114,5,10/31/42,1/3/43,790329,888165,59598,17223.822,1755315.822,1678494,76821.822,Oregon,288668,114777,403445,52,12,64
115,4,11/1/42,1/5/43,780551,888165,59250,17123.25,1745089.25,1668716,76373.25,Oregon,284103,113011,397114,53,12,65
116,3,11/1/42,1/7/43,791534,888165,59640,17235.96,1756574.96,1679699,76875.96,Oregon,289231,114984,404215,55,12,67
117,8,11/8/42,12/27/42,804144,888165,60008,17342.312,1769659.312,1692309,77350.312,Oregon,295116,117414,412530,37,12,49
118,2,11/9/42,1/9/43,783369,888165,59351,17152.439,1748037.439,1671534,76503.439,Oregon,285420,113503,398923,47,14,61
119,1,11/14/42,1/12/43,783521,888165,59356,17153.884,1748195.884,1671686,76509.884,Oregon,285488,113620,399108,44,15,59
120,11,11/20/42,1/14/43,780498,888165,59249,17122.961,1745034.961,1668663,76371.961,Oregon,284079,113176,397255,42,13,55
121,10,11/24/42,1/16/43,771010,888165,58912,17025.568,1735112.568,1659175,75937.568,Oregon,279651,111551,391202,41,12,53
122,,11/27/42,1/11/43,1435736,888165,82514,23846.546,2430261.546,2323901,106360.546,Oregon,530961,250852,781813,34,11,45
123,9,11/29/42,1/18/43,749538,888165,58149,16805.061,1712657.061,1637703,74954.061,Oregon,269630,107783,377413,39,11,50
124,8,12/2/42,1/22/43,766500,888165,58752,16979.328,1730396.328,1654665,75731.328,Oregon,277546,113204,390750,37,14,51
125,,12/4/42,1/20/43,1430254,888165,82319,23790.191,2424528.191,2318419,106109.191,Oregon,525891,250462,776353,35,12,47
126,7,12/6/42,1/24/43,758084,888165,58453,16892.917,1721594.917,1646249,75345.917,Oregon,273616,112934,386550,38,11,49
127,6,12/9/42,1/27/43,755925,888165,58376,16870.664,1719336.664,1644090,75246.664,Oregon,272608,112964,385572,36,13,49
128,5,12/11/42,1/31/43,785746,888165,59435,17176.715,1750522.715,1673911,76611.715,Oregon,286527,119221,405748,40,11,51
129,,12/15/42,1/29/43,1439162,888165,82636,23881.804,2433844.804,2327327,106517.804,Oregon,534103,256106,790209,34,11,45
130,4,12/16/42,2/2/43,762496,888165,58609,16938.001,1726208.001,1650661,75547.001,Oregon,275676,115941,391617,36,12,48
131,3,12/17/42,2/6/43,775534,888165,59072,17071.808,1739842.808,1663699,76143.808,Oregon,281761,117702,399463,39,12,51
132,2,12/21/42,2/8/43,772511,888165,58965,17040.885,1736681.885,1660676,76005.885,Oregon,280350,116691,397041,39,10,49
133,,12/21/42,2/4/43,1437084,888165,82562,23860.418,2431671.418,2325249,106422.418,Oregon,532191,254418,786609,36,9,45
134,1,12/23/42,2/12/43,765088,888165,58701,16964.589,1728918.589,1653253,75665.589,Oregon,276543,115060,391603,41,10,51
135,11,12/24/42,2/14/43,775054,888165,59055,17066.895,1739340.895,1663219,76121.895,Oregon,281590,117201,398791,39,13,52
136,10,12/25/42,2/16/43,782836,888165,59332,17146.948,1747479.948,1671001,76478.948,Oregon,293912,122389,416301,41,12,53
137,9,12/27/42,2/17/43,762557,888165,58612,16938.868,1726272.868,1650722,75550.868,Oregon,284702,118818,403520,41,11,52
138,,12/27/42,2/10/43,1440029,888165,82666,23890.474,2434750.474,2328194,106556.474,Oregon,534972,253856,788828,37,8,45
139,8,12/28/42,2/19/43,759299,888165,58496,16905.344,1722865.344,1647464,75401.344,Oregon,283223,118057,401280,41,12,53
140,7,1/3/43,2/23/43,784702,888165,59398,17166.022,1749431.022,1672867,76564.022,Oregon,294760,122669,417429,40,11,51
141,6,1/5/43,2/26/43,774288,888165,59028,17059.092,1738540.092,1662453,76087.092,Oregon,290031,120262,410293,39,13,52
142,,1/7/43,2/21/43,1439934,888165,82663,23889.607,2434651.607,2328099,106552.607,Oregon,534848,252742,787590,36,9,45
143,,1/10/43,2/24/43,1434354,888165,82465,23832.385,2428816.385,2322519,106297.385,Oregon,529682,250755,780437,35,10,45
144,4,1/11/43,3/1/43,755444,888165,58359,16865.751,1718833.751,1643609,75224.751,Oregon,281472,115952,397424,37,12,49
145,5,1/12/43,2/28/43,763733,888165,58653,16950.717,1727501.717,1651898,75603.717,Oregon,285237,117833,403070,38,9,47
146,3,1/16/43,3/4/43,758149,888165,58455,16893.495,1721662.495,1646314,75348.495,Oregon,282700,115961,398661,35,12,47
147,2,1/18/43,3/6/43,739125,888165,57780,16698.42,1701768.42,1627290,74478.42,Oregon,274061,111905,385966,36,11,47
148,,1/19/43,3/3/43,1439706,888165,82655,23887.295,2434413.295,2327871,106542.295,Oregon,534632,252682,787314,35,8,43
149,1,1/23/43,3/8/43,773718,888165,59008,17053.312,1737944.312,1661883,76061.312,Oregon,289772,117987,407759,33,11,44
150,11,1/26/43,3/10/43,750716,888165,58191,16817.199,1713889.199,1638881,75008.199,Oregon,279325,113217,392542,34,9,43
151,10,1/26/43,3/12/43,744490,888165,57970,16753.33,1707378.33,1632655,74723.33,Oregon,276498,111629,388127,34,11,45
152,9,1/28/43,3/13/43,751553,888165,58221,16825.869,1714764.869,1639718,75046.869,Oregon,279706,112866,392572,34,10,44
153,7,1/30/43,3/17/43,746430,888165,58039,16773.271,1709407.271,1634595,74812.271,Oregon,277378,111750,389128,35,11,46
154,8,1/31/43,3/15/43,733391,888165,57576,16639.464,1695771.464,1621556,74215.464,Oregon,271458,109393,380851,36,7,43
155,6,2/1/43,3/19/43,737830,888165,57734,16685.126,1700414.126,1625995,74419.126,Oregon,273472,110247,383719,34,12,46
156,5,2/1/43,3/21/43,728360,888165,57397,16587.733,1690509.733,1616525,73984.733,Oregon,269172,108416,377588,37,11,48
